Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1204414","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","06/21/17 09:33:51","12/29/17 00:00:00","","IN PROGRESS","Microsoft Azure Business Intelligence Pilot - (Research related)","Azure BI pilot project:   (Phase 1 and Phase 2)

Requested By Date: 07/28/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
This is a request to generate a separate RFC for the Azure BI pilot project.  Currently, the project is being tracked against the Office 365 Proof of Concept RFC (C1170085), but the Azure BI has a separate sponsor, separate team members and separate timelines.
Provide clinical and/or financial background information pertinent to the business need:
Microsoft has provided approximately $10,000 in Azure credits to be used in a pilot phase.  Those credits expire on 9/30/17.  Discussions are in progress with PISO regarding a new BAA agreement with Microsoft and Information Security requirements.  Phase 1 will only use publicly-available (non-Carilion) data sets in the cloud and will allow models to be tested against the cloud data and then copied down on-prem to run against Carilion data.  A proposed Phase 2 would store encrypted Carilion data in the Azure BI cloud instance; this would be pending PISO approval to proceed with this.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Leased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? Health Analytics / BI team devices
  What other vendors were researched and considered for this solution? N/A
  Please list at least 2 reference locations (non-Carilion) that are using this product: Not known
  Please provide the name of the selected vendor: Microsoft
  Please provide the URL of the selected vendor's web site: https://azure.microsoft.com/en-us/solutions/business-intelligence/
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Lowered ability to perform analytical data analysis; loss of Microsoft funding credits to use to test the application
Who is your financial advisor? Not known - pilot phase only
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Other
Is this a clinical or non-clinical based system? Non-Clinical","KLLAWTON","250","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","KLLAWTON","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1207691","INTAKE_IT_GOVERNANCE","EPIC SERVICES REQUEST","3","ESS - RESEARCH","07/06/17 11:09:25","","","PENDING REVIEW","Implement EPIC's CRM module for Ortho schedulers - (Access to Care)","I would like to implement EPIC's CRM module for the Orthopaedic schedulers (Ortho Gen Ion 2381001).  When the schedulers have a patient that they are unable to schedule due to missing documentation, they'll start a CRM which would be auto routed to the manager for follow up.  We would need to add the CRM module to their template and build a topic ""Ortho Appointment"" and a subtopic ""Requires ALN assistance""

Epic application module to be optimized: Scheduling / Referrals (Cadence)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
There's currently a process in place when a patient is treated in the Emergency Room, the physician oncall is supposed to enter a note in EPIC which provides guidance to the schedulers on how to schedule the patient's Ortho appointment when they call in the next day.   Not all of the providers are good about entering the documentation that is needed.  If the documentation isn't in EPIC, the scheduler has to connect the patient to the advice line nurse for triage.  That results in an extra transfer for the patient and they have to give all of their information again.   Enabling CRM will allow us to be able to track the instances where the documentation was not entered so we can report on it and address the missing documentation.  This will ultimately create a much better experience for the patient and allow us to appropriately schedule without having to utilize an expensive resource like a nurse.","TJNERENBERG","240","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","EPIC CADENCE","APPLICATION SERVICES",""
"C1208380","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","2","RFC - RESEARCH","07/10/17 11:20:15","","","PENDING REVIEW","i2b2 Implementation via EDW - (Research related)","i2b2 Implementation via EDW

Please see updated activities...

Solutions Delivery
------------------------
Request to perform research, analysis, and eventually implementation of I2B2 using technology resources.  This project will likely require involvement from multiple teams to build I2B2 servers from (likely) RedHat Linux using LAMP stack on virtual machine.  Implementation of I2B2 Shrine server with Programming/Web services.  Database will (likely) be running on Oracle and EDW team involvement for model, design, and ETL development.

You are correct. The OMOP vs i2b2 model was the desire of the CTSA grant participants. For the OMOP model, we would build extracts to i2b2 vs using the Caboodle i2b2 extracts.

Patrick and I have discussed and our assumptions for the scope are:
•	operationalization of i2b2 by setting up a test environment in preparation for production readiness
•	use of the OMOP data model
•	initial concentration on one domain (e.g., procedures, diagnoses, etc.)

For a test environment, we are aware of participation from at least the following teams to build and support an operational i2b2 environment:

i2b2 database - DBA team (Oracle)/Unix Team (AIX)
ETL processes - EDW team
i2b2 application - HA_Research_Team; Virtualization Team (VM); Programming Web Team
i2b2 workbench client - System Analyst Team

To implement the above, we will need:
- gathering and documentation of requirements - business analyst
- orchestration of project - project manager
- timelines and milestones defined by project team

We estimated 1600 hours of technical resource hours for the i2b2 model for the CTSA grant and we believe we can accomplish OMOP in this timeframe with a limited domain. If this is giving priority, then the EDW team would need to put a hold on other lower priority requests.","POSPARKS","1600","INNOVATION","YES","INTAKEPROCESS","0","3 - MEDIUM","EPIC COGITO DW","APPLICATION SERVICES",""
"C1208579","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","07/11/17 08:33:46","","","IN PROGRESS","4 NarxCare integratation into Epic for Opiods","integrate NarxCare functionality into Epic

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Regulatory

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Improved search cabailities for PDMP searching","MLSPEAKER","300","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","JMBRANIN","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1208923","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - OPTIMIZATION","3","RFC - RESEARCH","07/12/17 08:34:45","","","DEFERRED","Integration w/ alternate Transcription/Dictation System (Nuance Backup)","Research and implement integration with alternate dictation/transcription vendor.

Intent is to put in place a robust back up solution in case of Nuance eScription downtime.  Vendor currently in use and anticipated for this back up solution is InScribe.

Integration with Inscribe:  To Be Determined:
1) At what downtime threshold do we revert to back up vendor
2) Contractual and security review arrangements with vendor (InScribe)
3) Whether Tazewell imaging is included in the solution
4) Whether vendor receives real time feed of providers, orders, etc.
5) (May be other considerations discovered by solution group once initiated)","GTWOLFORD","360","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","","0","1 - CRITICAL","NUANCE ESCRIPTION / EMON","APPLICATION SERVICES",""
"C1210805","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","1","RFC - RESEARCH","07/20/17 13:19:16","","","PENDING REVIEW","2.9 Next Generation Call Center Replacement/Upgrade","We are looking for a replace for our call center software.  Our software is antiquated and the servers are our of date and not covered under warranty  and they pose a security risk to the organization. Our current software solution does not meet the needs of the organization. Requesting to upgrade or  replace existing software.","LCSKORUPSKI","","WORKFORCE FOR THE FUTURE","YES","","0","2 - HIGH","AVAYA CONTACT CENTER EXPRESS (CCE)","VOICE SERVICES",""
"C1211248","INTAKE_IT_GOVERNANCE","RFC - OPTIMIZATION","2","RFC - RESEARCH","07/22/17 13:21:44","","","PENDING REVIEW","Pediatric Developmental Screenings - digital/electronic & integrate with Epic (QI Project)","User is a pediatrician who is currently developing a QI project to address screening of development issues in children. They would like to make these screenings available electronically. They have some resources for funding but would like to check to see if the idea is possible..

They would like 17-20 tablets for our clinics.  They would like parents to complete surveys on the tablet and have these surveys incorporated and/or pushed into EPIC in real time once completed.

User would like to know if the technology is possible and user would like to know the price for the tablets as well as protective cases for them.

User ID: RPFULTON","RPFULTON","","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","3 - MEDIUM","NOT.LISTED - MOBILE DEVICE","HARDWARE SERVICES",""
"C1211588","INTAKE_RAPID_ASSESSMENT","SOFTWARE REQUEST","3","ESS - RESEARCH","07/24/17 19:07:26","","","PENDING REVIEW","EP recording system replacement with GE Cardiolab","[JEK] Requested By Date: 08/04/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Current EP recording system from St. Jude (Workmate) is being replaced with the GE product called Cardiolab. This project has been entered in Strata and TSG is included as a stakeholder (see email from Chis Monk Senior Director for Cardiology). As a part of this upgrade imaging equipment will also be replaced. The anticipated timeline for the construction on the room being completed is the end of February with vendor install starting in March 2018.

At this time we need TSG help to  engage EPIC/Siemens/Carto and St Jude vendors, to better understand integration between systems (Carto and St. Jude mapping System to CardioLab and Cardio lab to Epic) and the cost of integration. In addition we will need to integrate imaging system with Syngo Dynamics, and understand other data storage needs.
Provide clinical and/or financial background information pertinent to the business need:
Sent: Friday, July 21, 2017 10:26 AM
To: Sabanovic, Elvir <exsabanovic1@carilionclinic.org>; Martin, Douglas P. (Doug) <dpmartin@carilionclinic.org>; Riha, Chris D. <cdriha@carilionclinic.org>; Huffman, Roger D. <rdhuffman@carilionclinic.org>; Skelton, Donald M. (Mark) <dmskelton@carilionclinic.org>
Cc: Ricotta, Virginie M. (GINNY) <VMRICOTTA@carilionclinic.org>; Fisher, Cathy S. <csfisher@carilionclinic.org>; Marlow, Thomas W. (Mac) <twmarlow@carilionclinic.org>
Subject: RE: CardioVascular Program Management Oversight Committee Meeting - 6/14/17 Meeting Notes

Hello all,

I wanted to provide some detail that may be helpful on this project.  Cardiolab has been put into Strata; however, I am awaiting capital approval.  I  did request TSG as part of the implementation process in the Strata request, so once approved by the capital/board that ball is set to start rolling as part of the Strata process.
Cardiolab is part of a bigger project (building a new EP lab to replace one of the existing ones-moving it to a different location [inside the cath lab]) which has been blessed by senior leadership, but also pending final approval in Strata to be able to cut a PO for the imaging equipment.  TSG (as well as other depts) is a part of that request as well.  The install of the Cardiolab equipment should line up with the completion of the new EP lab.  I currently have a total of three EP labs and with the replacement lab, we want to also switch recording systems in the existing (other 2 labs).  This is because I can't run two different recording systems in different labs without it posing by a patient safety concern from the end user perspective (different systems) as well as it would create different workflows for both staff and IT.  Replacing all three recording systems at once is the right thing to do.  The anticipated timeline for the construction on the room being completed is the end of February with vendor install starting in March 2018.
Email from Chis Monk
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? CardioLab
  What other vendors were researched and considered for this solution? Siemens
  Please list at least 2 reference locations (non-Carilion) that are using this product: N/A
  Please provide the name of the selected vendor: GE
  Please provide the URL of the selected vendor's web site: N/A
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? St. Jude Workmate
If this request is denied or delayed, what may happen as a result? May not be able to do ablation procedures without supporting equipment.
Who is your financial advisor? Ben Pinckard
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? Requiest is in Strata entered by Chris Monk
  What would the annual operating cost be? Requiest is in Strata entered by Chris Monk
  How many net new FTEs would be required for this solution? None
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee
Is this a clinical or non-clinical based system? Clinical","EXSABANOVIC1","","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1212468","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","1","RFC - RESEARCH","07/27/17 17:34:02","","","IN PROGRESS","8 Implement Web platform of 3M CRS - Allows for use with Epic","Implement Web platform of 3M CRS.  The vendor, 3M, is on the threshold of shifting their architecture for the 3M Encoder installation which will significantly impact the configuration as it stands at Carilion.  This would have consequences for 3M Encoder as installed and integrated with Epic, as installed in ""Stand Alone"" mode, and as installed and integrated with ClinTrac.  Kevin Zeitz can give a very eloquent synopsis of the way 3M Encoder has been installed and updated (quarterly, sometimes more frequently) historically as well as the ramifications of the imminent change.

In order to avoid the consequences of this change in architecture, we have the option of installing the ""WebCRS"" version which will simplify our installation and maintenance at Carilion going forward, negate the diffiuclties of trying to proceed with the conventional version, and is ultimately what 3M will force us to do anyway.

We request that this RFC be approved and routed to the Solutions Delivery Nonclinical assignment group and implemented with Administrative Applications assignment group resources.  We request that this be prioritized as a Critical so that we can start work on this immediately.

There will need to be assistance from server and networking resources at a minimum and we roughly estimate the level of effort to be 40 to 60 hours.  This Web verision will actually be installed locally and can be installed on virtual machine(s).  The installation assistance cost for this is typically about $2100 but is embedded in the current proposal for the 360 Encompass Release 2 upgrade so should not be assessed for this early implementation (the amendment from 3M for this is forthcoming).","GTWOLFORD","400","FINANCIAL VITALITY","YES","RMDURHAM","0","3 - MEDIUM","3M ENCODER ","APPLICATION SERVICES",""
"C1212535","INTAKE_DEFERRED_REQUESTS","SOFTWARE REQUEST","3","ESS - RESEARCH","07/28/17 10:51:44","","","DEFERRED","Plans to implement digital mammo","[USL] Plans to implement digital mammo
Film screen mammography to be replaced by digital mammography.  Reimbursement rates will continue to decrease and we are not providing the standard of care with film screen mammography
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? No
  Would there be an ongoing contract associated with this proposed solution? null
  Would this solution be purchased or leased? null
  Would the solution be hosted offsite in the ""cloud""? null
  From what devices would the solution be accessed? null
  What other vendors were researched and considered for this solution? null
  Please list at least 2 reference locations (non-Carilion) that are using this product: null
  Please provide the name of the selected vendor: null
  Please provide the URL of the selected vendor's web site: null
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? Film screen mammgraphy
If this request is denied or delayed, what may happen as a result? Loss of revenue
Who is your financial advisor? Sasha Hill
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","EBMYERS","","FINANCIAL VITALITY","YES","","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1213914","INTAKE_NONCLINICAL_PRIORITIZATION","SOFTWARE REQUEST","","ESS - RESEARCH","08/03/17 16:16:53","","","IN PROGRESS","The IRB is currently still in a paper-based system and we are planning to move to an electronic submission system that would encompass the entire research review process. We are proposing to use the iMedRIS system for this purpose.","Requested By Date: 09/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
The IRB is currently still in a paper-based system and we are planning to move to an electronic submission system that would encompass the entire research review process. We are proposing to use the iMedRIS system for this purpose.
Provide clinical and/or financial background information pertinent to the business need:
Human subjects research is submitted, approved, and tracked by the IRB. An electronic system is needed for the research community to have a more seamless submission system, and for the IRB to more efficiently manage the submission workload.
Compliance:  An e-system would greatly assist with ensuring regulatory compliance.  Documents and correspondence are currently being stored in a paper file and in an e-file on IRB shared drive, and study information is input by IRB staff into an outdated and bare bones Access database.  An e-system would remove duplication and chance for error on the both the IRB and investigator end, as the most recent documents would automatically be stored in the e-system.  Any member of the research team would be able to log in and find the most recent versions of their approved study documents. An e-system would greatly simplify the process for documenting investigator and IRB compliance with regulatory requirements, as these requirements would be built into the review and approval process rather than IRB staff and IRB members completing separate checklists that have to be scanned and uploaded into the shared drive.  In addition, an e-system time stamps all actions so that the timeline of a study would be documented, as well as the person completing the action.  An e-system would permit the running queries for studies that place the organization at the highest risk (vulnerable populations or investigator-initiated investigational new drug studies) so that additional attention can be given to those studies.
Convenience and ease of use: An e-system would allow researchers to submit applications from anywhere and be able to easily track the status of their submission in the review process.  It would also permit the various sign offs  levels to happen remotely or on their own time.
Turnaround times:  Researchers will likely respond to queries more quickly because they would not have to have access to their paper submissions. Triage on the IRB side will be a quicker process as the information will not have to logged into a database, CITI training will not have to be verified since it will be stored in the system, and the approval process will be automated. All these factors, along with other reduced administrative burdens, will contribute to reduced turnaround times.
Reporting: An e-system would allow for better and simplified tracking on turnaround times for submissions to determine which areas the IRB needs to improve and the areas where more investigator education is needed.   In addition, it would permit tracking of turnaround times for actions other than new study approvals, which is currently not possible in the Access database.  Running any reports from the current database is a cumbersome and challenging process which only yields minimal information.  This would be automated with an e-system.
Administrative burden of study files:  In order to maintain paper files, time is spent printing out documents if received electronically, or scanning documents to the e-file and for IRB members if delivered in paper format to the IRB.  IRB resources are used for printing and delivering packets.  In an e-system, the investigators would be responsible for uploading all documents into the system and there would be no printing or creating paper files.  All members would access the documents through the e-system.  All transactions for a study would be in one place and the timeline will be clearly displayed. In addition, it would simplify the process of creating and editing full board meeting agendas, as this could be done seamlessly through the e-system and the most up-to-date information would always be available to all IRB staff and IRB reviewer.
Administrative burden of email reminders: All approved studies receive two continuing review reminders at 30 and 60 days before expiration.  If the study expires, and expiration notice is also sent.  This is a manual process where a report is run in Access on a routine basis, then emails drafted and sent to the PI of those studies.  This process would be automated by an e-system and eliminate a huge administrative burden.
Administrative burden of processing documents: Once studies are approved, there is a manual electronic stamping process of consent documents and recruitment materials done by the IRB staff. These documents are then emailed to the PI along with their approval letter. The process of stamping and sending approval letters would be mostly automated through the use of an e-system.
System sustainability: The current Access database system version is no longer supported and is not sustainable.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Leased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? PCs, Macs, mobile devices such as phones and tablets
  What other vendors were researched and considered for this solution? IRB Manager, Kuali, InfoEd
  Please list at least 2 reference locations (non-Carilion) that are using this product: UCSF, UConn Health, University of Tennessee, Knoxville, Baylor Scott & White Health, City of Hope National Medical Center
  Please provide the name of the selected vendor: iMedRIS
  Please provide the URL of the selected vendor's web site: https://www.imedris.com/Modules/IRB-Software
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? paper based tracking and outdated Access database
If this request is denied or delayed, what may happen as a result? participants possibly put at risk due to investigators using incorrect and unapproved consent forms, regulatory noncompliance due to the administrative burden of tracking paper files,  researchers get frustrated with a paper submission system and lack of transparency in the research review process and stop conducting research at Carilion or move on to another organization with a stronger research infrastructure
Who is your financial advisor? Michelle Blanchard
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? 25000
  What would the annual operating cost be? 21000
  How many net new FTEs would be required for this solution? .5 for initial implementation
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Paper and administrative costs will be reduced. The main cost savings is that IRB staff could focus on issues that are more important rather than on administrative tasks.  The workflow for research will be more seamless, which will result in less wasted administrative time on the end of the researchers.
Data stored on this system will not be PHI or FERPA. It will be research protocols, supporting documents,  and related administrative documents only.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Other
Is this a clinical or non-clinical based system? Non-Clinical","CAEMERSON","","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1216416","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","08/16/17 09:28:30","10/31/17 00:00:00","","IN PROGRESS","Install Kronos Achiving: Record Retention and Enterprise Archive.","Kronos Achiving: Record Retention and Enterprise Archive.","TARINN","100","WORKFORCE FOR THE FUTURE","YES","DRAQUILO","0","2 - HIGH","KRONOS MOBILE / OTHER","APPLICATION SERVICES",""
"C1216503","HA_REPORTING_ANALYTICS","SERVICE CATALOG REQUEST","1","ESS - RESEARCH","08/16/17 11:54:11","12/31/17 00:00:00","","IN PROGRESS","2.1 Huron Dashboard - (Access to Care)","Huron Dashboard Extract Master Request

Description:
Extracts required for Huron Dashboard product.

Business Need:
Extract file requirements provided. Needed for third party dashboard product supplied by Huron.

Impact: 1-ENTERPRISE / HOSPITAL

Requested By Date: 12/31/17 00:00:00

Deadline Driver:
There are different deadlines for each extract file that will be provided in the child requests.

Approval:
Chuck Sawyers","DEANDERSON","2400","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","DEANDERSON","0","","UNDETERMINED","UNDERTERMINED SERVICES",""
