Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1156185","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","09/28/16 18:49:20","","","DEFERRED","PENDING COMPLIANCE: Dr. Mann from Ortho wants to know if the Carilion Providers at the RASC can have an AMB schedule made for the RASC patients. He mentioned that the surgery schedulers at Ortho AMB department could put them onto the RASC schedul","PENDING COMPLIANCE: Dr. Mann from Ortho wants to know if the Carilion Providers at the RASC can have an AMB schedule made for the RASC patients. He mentioned that the surgery schedulers at Ortho AMB department could put them onto the RASC schedule for a future apointment at the time of the Surgery scheduling in the clinic and then check them in the day before the surgery occurs.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value:
Dr. Mann says the benefit would be to have a central location to have a RASC schedule. Currently he has this on his phone. It would also be nice so he wouldn;t have to make a procedure visit from scratch for every RACS encounter and he would be able to double click the RASC patient off of the RASC schedule. Department already exists, and they log in under this when creating the visits.","MAROSE","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1156354","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - RESEARCH","09/29/16 17:27:23","","","IN PROGRESS","AEAC: 38.3 RESEARCH: Haiku/Canto Optimization","AEAC 38.3 Review    Haiku/Canto Optimization
I looked this over with Taylor and it's possible.
Situation: When using the ""write Note feature on Canto the default encounter type is a telephone encounter. Since this is the case Epic requires a reson for call and the encounter stays open. Taylor and I played around with the idea of creating another encounter type that is a duplicate of the Miscell. Charting encounter, which would have no encoutner requirements, and renaming it to something like ""Haiku/Canto Note"" Haiku/ or ""Canto Encounter"", or something like that.

This would accomplish a couple of things:
1.When making a note with Haiku or Canto, there would be no encounter requirements and the encounters could be closed right from the inbasket after arriving in the My Open Encounters folder (already falls to this folder,  just tough to finsh since there is a ""reason for call"" encounter requirement not complete).
2. Clear documentation type in Chart review in the Encounters/Notes Tab. Currently it says telephone encounter.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
This would accomplish a couple of things:
1.When making a note with Haiku or Canto, there would be no encounter requirements and the encounters could be closed right from the inbasket after arriving in the My Open Encounters folder (already falls to this folder,  just tough to finsh since there is a ""reason for call"" encounter requirement not complete).
2. Clear documentation type in Chart review in the Encounters/Notes Tab. Currently it says telephone encounter.","MAROSE","","","NO","KMGILLIAM","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1156627","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","3","ESS - IMPLEMENTATION","10/03/16 13:42:08","09/29/17 00:00:00","","IN PROGRESS","Lawson automation Ambulatory AD Exchange distribution group","Lawson automation Ambulatory AD Exchange distribution group
10/12/16, Infection Control communications and education distributed via email to CRMH, CRCH and ambulatory practices

Requesting an email distribution list to reach all employees at Roanoke-based facilities (CRMH & CRCH) and ambulatory practices to distribute monthly newsletter and important communications regarding Infection Control topics to. Currently using CRMHALL, CRCHALL, and CCP_Managers_Directors, but these lists are not kept up to date or do not reach all staff (CCP list).
Infection Control communications and education.


Business Need:
Staff will have access to Impact: 1-ENTERPRISE / HOSPITAL

Requested By Date: 10/12/16 00:00:00

Deadline Driver:
Communication deadline for distributing monthly IC newsletter

Approval:
Beverly Sturgill","CAKIEFER","16","","NO","DBFRANK","0","","UNDETERMINED","APPLICATION SERVICES",""
"C1156639","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","10/03/16 14:18:47","03/30/18 00:00:00","","NOT STARTED","AEAC: 31.5 I searched the user web and there was a forum on printing historical meds from a while back.  One organization used this as a solution:","AEAC: 31.5  I searched the user web and there was a forum on printing historical meds from a while back.  One organization used this as a solution:

""We built a report that we file under our Misc Reports tab that can be printed for our patients. We made a copy of LPG 45087 in this report and set our parameters like this
d AllMeds-JRPTHTM2(""Medication History"","""",2,"""","""","""","""",1,"""","""") Our staff love it.""

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
I searched the user web and there was a forum on printing historical meds from a while back.  One organization used this as a solution:

""We built a report that we file under our Misc Reports tab that can be printed for our patients. We made a copy of LPG 45087 in this report and set our parameters like this
d AllMeds-JRPTHTM2(""Medication History"","""",2,"""","""","""","""",1,"""","""") Our staff love it.""","MLSPEAKER","16","","NO","CSHODGES","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1157172","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - RESEARCH","10/06/16 13:55:11","","","IN PROGRESS","AEAC: 17.8  Implement Procedure pass for Optime","AEAC:  Implement Procedure pass for Optime

Epic application module to be optimized: OR (Optime)

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
The procedure pass will improve quality of the care delivered to the patient, providing a checklist of things needed for the patient prior to surgery. This also should be used with IR and Cupid.","DRWALKER","","","NO","EEMONTGOMERY","0","","EPIC OPTIME ","APPLICATION SERVICES",""
"C1158572","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","10/19/16 16:00:30","","","IN PROGRESS","Huron: I would like for the Ref to and Ref By same parent workqueues be built for every referral Parent WQ.   Users for all of the existing specialty child workqueues should be added to their specialty Ref By and To workqueues.","I would like for the Ref to and Ref By same parent workqueues be built for every referral Parent WQ.   Users for all of the existing specialty child workqueues should be added to their specialty Ref By and To workqueues.

Huron: Epic application module to be optimized: Scheduling / Referrals (Cadence)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
The Referral Development team is continuously getting feedback from sites who have made a same specialty referral and the referral is not hitting the WQs.  The routing rules won't allow them to drop.  Danielle Bickling is aware of this issue.","CSPETTERSEN","","","NO","","0","","EPIC CADENCE","APPLICATION SERVICES",""
"C1158867","SOLUTIONS_DELIVERY_CLINICAL","RFC - OPTIMIZATION","2","RFC - COMPLETION","10/21/16 13:48:18","02/06/17 16:23:10","","IN PROGRESS","AEAC: 15.7  Melissa is asking that the following procedures be added as buttons for the procedure note:","AEAC: Melissa is asking that the following procedures be added as buttons for the procedure note:
She  stated that these are used frequently and the documentation is standard.  She feels a smartblock would make documentation connsistent.

The procedures are:
NST
GYN Biopsy
and a few other GYN procedures (she would be happy to help with these)","MPPERLER","30","","NO","PLWHITESCARVER","0","2 - HIGH","EPIC CARE AMBULATORY","APPLICATION SERVICES",""
"C1159699","SOLUTIONS_DELIVERY_CLINICAL","RFC - OPTIMIZATION","3","RFC - REQUEST FOR CHANGE","10/31/16 11:44:43","01/25/17 00:00:00","","NOT STARTED","Currently results for Pathology orders create a new order in EPIC.  The purpose of this project is t","Currently results for Pathology orders create a new order in EPIC.  The purpose of this project is to develop a process for adding the original pathology order number in CoPath so that the results link back to the original order in EPIC so that an additional order is not created.

The current process causes confusion for providers because the results are under a different order number than the original order.  Also, the original order remains incomplete in EPIC because no results ever post back to it.  This should eliminate these problems.

The EPIC Care Ambulatory team is currently rebuilding the EPIC Lab requisiton as a Rich Text document because of issues that occurred after the EPIC 2015 upgrade.  We've requested that the EPIC order number be barcoded on the lab requisiton, and we've been told that this can occur now since the lab reqs will be rich text, and this work will be included as a part of the req rebuild, and rolled out with the newly rebuilt rich text requisitions.  I was told that the barcoded EPIC Order number can only be added to a RICH text document.  I'm not sure if the EPIC Inpatient team had to rebuild the Inpatient lab req, but if so, can we do the same for the Inpatient requisition?

Having the order number barcoded and included on the req will allow Pathology to scan the order number in instead of typing it in.  This is a very important step for this process to be successful.","LAMASON","20","","NO","","0","1 - CRITICAL","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1161048","SOLUTIONS_DELIVERY_NONCLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","11/09/16 15:44:58","","","NOT STARTED","CRMH and CNRV Interventional Radiology (IR) Departments are currently working with the EPIC Radiant team on building the supply barcoding capabilities within EPIC for charging patients.  We have met with John Webster and want to continue to a second phase","CRMH and CNRV Interventional Radiology (IR) Departments are currently working with the EPIC Radiant team on building the supply barcoding capabilities within EPIC for charging patients.  We have met with John Webster and want to continue to a second phase of this process on integrating this with Lawson in order to help with supply management.  This would allow us to set par levels and allow for notifications to route to Material's management for reordering of supplies.  Amy Hudgins, Steve Williams, and John Webster would like to pursue this process sometime after January 2017 which is when the Supply barcoding goes live for IR departments at NRV and RMH.

Epic application module to be optimized: Radiology (Radiant)

Improvement Initiative this Optimization will effect: Cost Containment

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Cost containment and supply management.","GACONNER","","","NO","","0","","EPIC RADIANT ","APPLICATION SERVICES",""
"C1161351","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","4","RFC - IMPLEMENTATION","11/11/16 13:38:29","12/01/17 00:00:00","","IN PROGRESS","Lawson:  effective 1/1/2018 -change employee eligibility from the CLN plan to the C4K plan so that w","Lawson:  effective 1/1/2018 -change employee eligibility from the CLN plan to the C4K plan so that when we receive the Wells Fargo Feedback file on 12/30/2016, the contributions and loans will load to the C4K plan and not the CLN plan. -stop sending the CLN savings plan file to Wells Fargo as the employees will now be included on the C4K file (the last CLN file will be sent on 12/28/2016 for the 12/30/2016 pay check)

Converted from PRF # 206348

http://chsweb.carilion.com/Pbase/query/ShowPrf.jsp?prfNumber=206348","DBFRANK","80","","NO","DBFRANK","0","3 - MEDIUM","LAWSON ","APPLICATION SERVICES",""
"C1161361","SOLUTIONS_DELIVERY_NONCLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","11/11/16 14:05:34","","","NOT STARTED","Jan 2018 RLS Receipt generated with the patient’s demographic mailing address and not the unknown guarantor address.","Jan 2018 RLS Receipt generated with the patient’s demographic mailing address and not the unknown guarantor address.
Patients who are scheduled to receive cosmetic procedures require payment before the date of service.  A special guarantor is set up and the payment is posted under the special guarantor with a guarantor address of 123 Unknown St, thus there will not be a chance of a statement being created. Enterprise payment posting will only print out a receipt that shows the guarantor name and address. These receipts are showing under: PREPAID- 123 UNKNOWN ST. ROANOKE VA 24014. This is causing return mail to Tim Deel’s group if the receipt is not defaulted from AMS to an actual printer.

Epic application module to be optimized: Billing (Hospital)

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
Patient satisfaction- reassurance to the patient that the payment has actually been processed on the correct medical record by showing the patient’s demographics. To prevent return mail due to the unknown cosmetic demographics printing on the AMS receipt instead of the patients.","TLCHITTUM","","","NO","SLMOREJON","0","","EPIC HOSPITAL BILLING","APPLICATION SERVICES",""
